id,name,category,subcategory,price,original_price,description,specifications,image_url,stock_quantity,brand,rating,review_count,tags,weight,dimensions,color_options,size_options,is_featured,created_date
1830,Festival Summer Essentials,Seasonal & Holiday,Summer Essentials,1121,1605,Quality summer essentials from trusted brand Festival. Excellent value for money with reliable performance and durability. Eco-friendly and sustainable.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/500x500/?product,480,Festival,3.4,266,"seasonal-holiday, summer essentials, festival, premium, new arrival",4.35,23x16x8,"Red, Maroon",One Size,FALSE,2025-09-08
1831,Seasonal Summer Essentials,Seasonal & Holiday,Summer Essentials,639,898,Quality summer essentials from trusted brand Seasonal. Excellent value for money with reliable performance and durability. Trusted by millions of customers.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x500/?product,240,Seasonal,3.4,245,"seasonal-holiday, summer essentials, seasonal, sale, new arrival",1.17,35x27x19,"Purple, Maroon, Navy",One Size,FALSE,2024-01-07
1832,Holiday Summer Essentials,Seasonal & Holiday,Summer Essentials,135,169,Quality summer essentials from trusted brand Holiday. Excellent value for money with reliable performance and durability. Trusted by millions of customers.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/500x500/?product,215,Holiday,3,1381,"seasonal-holiday, summer essentials, holiday, budget, trending",0.89,45x37x9,Red,One Size,FALSE,2024-05-10
1833,Generic Summer Essentials,Seasonal & Holiday,Summer Essentials,1288,2003,Quality summer essentials from trusted brand Generic. Excellent value for money with reliable performance and durability. Eco-friendly and sustainable.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/600x500/?product,452,Generic,4.9,342,"seasonal-holiday, summer essentials, generic, new arrival, premium",3.84,18x23x13,"Brown, Blue",One Size,FALSE,2024-01-12
1834,Seasonal Summer Essentials,Seasonal & Holiday,Summer Essentials,1577,2406,Quality summer essentials from trusted brand Seasonal. Excellent value for money with reliable performance and durability. Excellent customer reviews.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/600x500/?product,301,Seasonal,3.3,1562,"seasonal-holiday, summer essentials, seasonal, budget",2.06,35x11x13,"Blue, White, Red",One Size,FALSE,2024-09-15
1835,Vintage Antiques,Vintage & Collectibles,Antiques,795,1104,Quality antiques from trusted brand Vintage. Excellent value for money with reliable performance and durability. Excellent customer reviews.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/500x600/?product,459,Vintage,5,192,"vintage-collectibles, antiques, vintage, new arrival",3.32,37x21x8,"Green, Red",One Size,FALSE,2024-01-30
1836,Heritage Antiques,Vintage & Collectibles,Antiques,1633,2063,Quality antiques from trusted brand Heritage. Excellent value for money with reliable performance and durability. Perfect gift for loved ones.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/600x400/?product,252,Heritage,4.5,43,"vintage-collectibles, antiques, heritage, new arrival, trending",3.97,26x30x21,White,One Size,FALSE,2024-12-12
1837,Classic Antiques,Vintage & Collectibles,Antiques,815,1317,Quality antiques from trusted brand Classic. Excellent value for money with reliable performance and durability. Excellent customer reviews.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/600x600/?product,373,Classic,3.7,1913,"vintage-collectibles, antiques, classic, trending, bestseller",3.15,41x28x29,"White, Blue",One Size,FALSE,2024-07-17
1838,Heritage Antiques,Vintage & Collectibles,Antiques,788,1116,Quality antiques from trusted brand Heritage. Excellent value for money with reliable performance and durability. Eco-friendly and sustainable.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/500x500/?product,246,Heritage,3.9,1013,"vintage-collectibles, antiques, heritage, budget, premium",2.88,33x35x22,"White, Blue, Green, Maroon",One Size,FALSE,2024-09-20
1839,Classic Antiques,Vintage & Collectibles,Antiques,248,352,Quality antiques from trusted brand Classic. Excellent value for money with reliable performance and durability. Eco-friendly and sustainable.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/600x400/?product,290,Classic,4.3,1642,"vintage-collectibles, antiques, classic, trending, budget",3.95,18x16x11,Navy,One Size,FALSE,2025-02-19
1840,Antique Antiques,Vintage & Collectibles,Antiques,843,1330,Quality antiques from trusted brand Antique. Excellent value for money with reliable performance and durability. Easy to use and maintain.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x400/?product,51,Antique,3.4,222,"vintage-collectibles, antiques, antique, premium, new arrival",4.84,29x19x10,"Pink, Green",One Size,FALSE,2024-06-09
1841,Antique Antiques,Vintage & Collectibles,Antiques,634,1053,Quality antiques from trusted brand Antique. Excellent value for money with reliable performance and durability. Perfect gift for loved ones.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x400/?product,11,Antique,4.7,1079,"vintage-collectibles, antiques, antique, bestseller, budget",3.91,26x36x19,Green,One Size,FALSE,2025-08-07
1842,Antique Antiques,Vintage & Collectibles,Antiques,800,1322,Quality antiques from trusted brand Antique. Excellent value for money with reliable performance and durability. Trusted by millions of customers.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x600/?product,348,Antique,4.8,786,"vintage-collectibles, antiques, antique, new arrival, sale",1.97,24x22x19,"Black, Brown",One Size,FALSE,2024-05-01
1843,Antique Antiques,Vintage & Collectibles,Antiques,1739,2161,Quality antiques from trusted brand Antique. Excellent value for money with reliable performance and durability. Eco-friendly and sustainable.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/500x400/?product,231,Antique,3.6,1386,"vintage-collectibles, antiques, antique, bestseller",1.88,34x28x23,"Red, Green, Yellow, Purple",One Size,FALSE,2025-01-07
1844,Collectible Antiques,Vintage & Collectibles,Antiques,1972,2902,Quality antiques from trusted brand Collectible. Excellent value for money with reliable performance and durability. Perfect gift for loved ones.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x400/?product,403,Collectible,4.8,961,"vintage-collectibles, antiques, collectible, bestseller",0.67,31x19x26,Purple,One Size,FALSE,2024-07-29
1845,Vintage Antiques,Vintage & Collectibles,Antiques,1594,2487,Quality antiques from trusted brand Vintage. Excellent value for money with reliable performance and durability. Trusted by millions of customers.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x600/?product,227,Vintage,4,837,"vintage-collectibles, antiques, vintage, bestseller, sale",4.65,43x20x26,"Blue, Yellow, Gray, Pink",One Size,FALSE,2025-08-28
1846,Collectible Antiques,Vintage & Collectibles,Antiques,1797,2255,Quality antiques from trusted brand Collectible. Excellent value for money with reliable performance and durability. Excellent customer reviews.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x500/?product,150,Collectible,3.5,1021,"vintage-collectibles, antiques, collectible, trending",1.98,19x25x17,"Navy, Pink, Yellow, Maroon",One Size,FALSE,2024-12-08
1847,Heritage Collectibles,Vintage & Collectibles,Collectibles,887,1275,Quality collectibles from trusted brand Heritage. Excellent value for money with reliable performance and durability. Fast delivery available.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/600x600/?product,145,Heritage,4.9,1529,"vintage-collectibles, collectibles, heritage, premium",1.83,50x35x28,"Green, Purple",One Size,FALSE,2024-11-23
1848,Antique Collectibles,Vintage & Collectibles,Collectibles,1567,2269,Quality collectibles from trusted brand Antique. Excellent value for money with reliable performance and durability. Modern design meets functionality.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x500/?product,133,Antique,3.9,352,"vintage-collectibles, collectibles, antique, new arrival",3.65,43x29x17,"Blue, Navy, Brown",One Size,FALSE,2024-12-06
1849,Antique Collectibles,Vintage & Collectibles,Collectibles,584,789,Quality collectibles from trusted brand Antique. Excellent value for money with reliable performance and durability. Fast delivery available.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/500x500/?product,293,Antique,4.7,71,"vintage-collectibles, collectibles, antique, new arrival, bestseller",1.94,44x16x11,"Pink, Brown, Blue",One Size,FALSE,2025-09-13
1850,Antique Collectibles,Vintage & Collectibles,Collectibles,606,809,Quality collectibles from trusted brand Antique. Excellent value for money with reliable performance and durability. Trusted by millions of customers.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/500x600/?product,278,Antique,3.1,1886,"vintage-collectibles, collectibles, antique, bestseller, budget",1.18,23x11x30,"White, Yellow, Black",One Size,FALSE,2024-08-11
1851,Vintage Collectibles,Vintage & Collectibles,Collectibles,1759,2918,Quality collectibles from trusted brand Vintage. Excellent value for money with reliable performance and durability. Modern design meets functionality.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x500/?product,62,Vintage,3.1,1516,"vintage-collectibles, collectibles, vintage, budget",1.87,24x37x22,"Navy, Brown, Pink, Blue",One Size,FALSE,2024-10-25
1852,Heritage Collectibles,Vintage & Collectibles,Collectibles,1055,1353,Quality collectibles from trusted brand Heritage. Excellent value for money with reliable performance and durability. Trusted by millions of customers.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/500x600/?product,413,Heritage,4.9,812,"vintage-collectibles, collectibles, heritage, sale, bestseller",1.31,18x38x20,"Brown, Maroon",One Size,FALSE,2024-09-27
1853,Antique Collectibles,Vintage & Collectibles,Collectibles,786,1120,Quality collectibles from trusted brand Antique. Excellent value for money with reliable performance and durability. Fast delivery available.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x600/?product,498,Antique,4.5,585,"vintage-collectibles, collectibles, antique, bestseller",4.4,11x15x25,"Pink, Black, Purple, Gray",One Size,FALSE,2025-09-02
1854,Collectible Collectibles,Vintage & Collectibles,Collectibles,334,444,Quality collectibles from trusted brand Collectible. Excellent value for money with reliable performance and durability. Perfect gift for loved ones.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/500x600/?product,461,Collectible,3.9,1163,"vintage-collectibles, collectibles, collectible, trending, new arrival",1.06,25x37x5,"White, Green, Navy, Blue",One Size,FALSE,2025-04-02
1855,Collectible Collectibles,Vintage & Collectibles,Collectibles,651,966,Quality collectibles from trusted brand Collectible. Excellent value for money with reliable performance and durability. Trusted by millions of customers.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/600x600/?product,117,Collectible,4.7,51,"vintage-collectibles, collectibles, collectible, sale, trending",2.11,21x34x19,Maroon,One Size,FALSE,2025-06-24
1856,Heritage Collectibles,Vintage & Collectibles,Collectibles,783,1055,Quality collectibles from trusted brand Heritage. Excellent value for money with reliable performance and durability. Trusted by millions of customers.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x500/?product,53,Heritage,4.3,1877,"vintage-collectibles, collectibles, heritage, trending",3.04,25x38x28,"White, Blue, Brown, Maroon",One Size,FALSE,2024-07-11
1857,Heritage Collectibles,Vintage & Collectibles,Collectibles,1044,1327,Quality collectibles from trusted brand Heritage. Excellent value for money with reliable performance and durability. Perfect gift for loved ones.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/600x600/?product,276,Heritage,4.9,1970,"vintage-collectibles, collectibles, heritage, sale",3.71,23x39x12,"Pink, Gray, Purple, Black",One Size,FALSE,2025-06-01
1858,Antique Collectibles,Vintage & Collectibles,Collectibles,1101,1561,Quality collectibles from trusted brand Antique. Excellent value for money with reliable performance and durability. Fast delivery available.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x600/?product,420,Antique,4.5,1735,"vintage-collectibles, collectibles, antique, bestseller, sale",4.11,27x11x20,Purple,One Size,FALSE,2024-07-28
1859,Classic Collectibles,Vintage & Collectibles,Collectibles,1493,2168,Quality collectibles from trusted brand Classic. Excellent value for money with reliable performance and durability. Trusted by millions of customers.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/600x600/?product,147,Classic,4,406,"vintage-collectibles, collectibles, classic, trending",1.35,32x24x11,"Yellow, Navy, Green, Black",One Size,FALSE,2024-09-25
1860,Classic Collectibles,Vintage & Collectibles,Collectibles,363,497,Quality collectibles from trusted brand Classic. Excellent value for money with reliable performance and durability. Perfect gift for loved ones.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x600/?product,15,Classic,3.4,1780,"vintage-collectibles, collectibles, classic, new arrival, sale",1.3,34x35x13,"Maroon, White",One Size,FALSE,2025-05-19
1861,Classic Collectibles,Vintage & Collectibles,Collectibles,765,1153,Quality collectibles from trusted brand Classic. Excellent value for money with reliable performance and durability. Perfect gift for loved ones.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/500x500/?product,146,Classic,4.8,1133,"vintage-collectibles, collectibles, classic, sale, new arrival",1.16,22x15x25,Purple,One Size,FALSE,2025-03-22
1862,Collectible Handicrafts,Vintage & Collectibles,Handicrafts,415,557,Quality handicrafts from trusted brand Collectible. Excellent value for money with reliable performance and durability. Perfect gift for loved ones.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x400/?product,390,Collectible,3.7,428,"vintage-collectibles, handicrafts, collectible, trending",3.07,48x31x24,"Pink, Blue, Navy, Black",One Size,FALSE,2024-06-18
1863,Vintage Handicrafts,Vintage & Collectibles,Handicrafts,832,1304,Quality handicrafts from trusted brand Vintage. Excellent value for money with reliable performance and durability. Trusted by millions of customers.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/500x500/?product,11,Vintage,5,65,"vintage-collectibles, handicrafts, vintage, new arrival, sale",0.67,32x18x30,Red,One Size,FALSE,2024-08-01
1864,Vintage Handicrafts,Vintage & Collectibles,Handicrafts,151,184,Quality handicrafts from trusted brand Vintage. Excellent value for money with reliable performance and durability. Fast delivery available.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/600x600/?product,192,Vintage,3.4,1148,"vintage-collectibles, handicrafts, vintage, bestseller, sale",1.53,22x12x26,"Maroon, Black",One Size,FALSE,2025-06-13
1865,Vintage Handicrafts,Vintage & Collectibles,Handicrafts,1753,2814,Quality handicrafts from trusted brand Vintage. Excellent value for money with reliable performance and durability. Modern design meets functionality.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/600x400/?product,410,Vintage,4.4,1165,"vintage-collectibles, handicrafts, vintage, bestseller",4.56,32x19x21,"Maroon, Purple, Blue",One Size,FALSE,2025-01-02
1866,Heritage Handicrafts,Vintage & Collectibles,Handicrafts,1648,2559,Quality handicrafts from trusted brand Heritage. Excellent value for money with reliable performance and durability. Perfect gift for loved ones.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/500x400/?product,310,Heritage,4.6,1932,"vintage-collectibles, handicrafts, heritage, premium",4.17,31x30x26,"Blue, Gray, White",One Size,FALSE,2024-03-27
1867,Classic Handicrafts,Vintage & Collectibles,Handicrafts,420,576,Quality handicrafts from trusted brand Classic. Excellent value for money with reliable performance and durability. Fast delivery available.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/600x400/?product,401,Classic,4,287,"vintage-collectibles, handicrafts, classic, premium, trending",2.98,16x26x15,"Yellow, Maroon",One Size,FALSE,2025-03-04
1868,Classic Handicrafts,Vintage & Collectibles,Handicrafts,1703,2370,Quality handicrafts from trusted brand Classic. Excellent value for money with reliable performance and durability. Excellent customer reviews.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x500/?product,473,Classic,3.7,89,"vintage-collectibles, handicrafts, classic, bestseller",4.69,17x28x18,"Green, Maroon, Gray",One Size,FALSE,2025-01-31
1869,Antique Handicrafts,Vintage & Collectibles,Handicrafts,1481,2277,Quality handicrafts from trusted brand Antique. Excellent value for money with reliable performance and durability. Easy to use and maintain.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/600x500/?product,272,Antique,4.1,1203,"vintage-collectibles, handicrafts, antique, sale",4.24,11x26x23,"Navy, Green",One Size,FALSE,2025-02-20
1870,Microsoft Software,Digital & Software,Software,585,942,Quality software from trusted brand Microsoft. Excellent value for money with reliable performance and durability. Easy to use and maintain.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/500x500/?product,314,Microsoft,4.9,714,"digital-software, software, microsoft, new arrival, trending",1.9,31x26x21,Black,One Size,FALSE,2024-05-17
1871,Adobe Software,Digital & Software,Software,1013,1368,Quality software from trusted brand Adobe. Excellent value for money with reliable performance and durability. Modern design meets functionality.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/500x500/?product,403,Adobe,4.7,1290,"digital-software, software, adobe, budget, premium",1.92,21x21x14,Red,One Size,FALSE,2025-06-10
1872,McAfee Software,Digital & Software,Software,402,630,Quality software from trusted brand McAfee. Excellent value for money with reliable performance and durability. Excellent customer reviews.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/600x400/?product,257,McAfee,4.2,1265,"digital-software, software, mcafee, bestseller",2.52,28x37x15,"Brown, Green, Gray",One Size,FALSE,2025-08-05
1873,McAfee Software,Digital & Software,Software,1044,1667,Quality software from trusted brand McAfee. Excellent value for money with reliable performance and durability. Excellent customer reviews.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x500/?product,228,McAfee,3.3,1393,"digital-software, software, mcafee, budget, sale",0.68,31x21x23,"Yellow, Black",One Size,FALSE,2025-04-06
1874,McAfee Software,Digital & Software,Software,1013,1291,Quality software from trusted brand McAfee. Excellent value for money with reliable performance and durability. Excellent customer reviews.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x500/?product,164,McAfee,3.2,322,"digital-software, software, mcafee, budget",0.82,40x22x16,"White, Green",One Size,FALSE,2024-04-25
1875,Adobe Software,Digital & Software,Software,664,805,Quality software from trusted brand Adobe. Excellent value for money with reliable performance and durability. Excellent customer reviews.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x400/?product,183,Adobe,3.6,751,"digital-software, software, adobe, new arrival, trending",3.97,32x21x24,"Yellow, Pink, Red",One Size,FALSE,2025-03-10
1876,Kaspersky Software,Digital & Software,Software,1457,1829,Quality software from trusted brand Kaspersky. Excellent value for money with reliable performance and durability. Modern design meets functionality.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/600x500/?product,368,Kaspersky,4.9,1570,"digital-software, software, kaspersky, budget, new arrival",0.36,49x21x29,Green,One Size,FALSE,2024-04-03
1877,Microsoft Software,Digital & Software,Software,1128,1512,Quality software from trusted brand Microsoft. Excellent value for money with reliable performance and durability. Excellent customer reviews.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x500/?product,112,Microsoft,3.2,186,"digital-software, software, microsoft, premium, budget",2.84,20x12x25,"Brown, Blue, Navy, Pink",One Size,FALSE,2025-01-27
1878,Microsoft Software,Digital & Software,Software,1693,2750,Quality software from trusted brand Microsoft. Excellent value for money with reliable performance and durability. Excellent customer reviews.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x400/?product,352,Microsoft,4.4,78,"digital-software, software, microsoft, sale, bestseller",4.9,12x21x16,"Brown, White",One Size,FALSE,2024-04-20
1879,Norton Software,Digital & Software,Software,1821,2279,Quality software from trusted brand Norton. Excellent value for money with reliable performance and durability. Easy to use and maintain.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x500/?product,155,Norton,3.1,1256,"digital-software, software, norton, sale",3.42,25x32x11,"Blue, Purple, Brown, Black",One Size,FALSE,2024-01-03
1880,Adobe Software,Digital & Software,Software,1211,1705,Quality software from trusted brand Adobe. Excellent value for money with reliable performance and durability. Trusted by millions of customers.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/600x400/?product,493,Adobe,4.3,1954,"digital-software, software, adobe, new arrival",2.71,23x26x14,"Purple, Gray, White",One Size,FALSE,2025-04-08
1881,McAfee Software,Digital & Software,Software,926,1175,Quality software from trusted brand McAfee. Excellent value for money with reliable performance and durability. Modern design meets functionality.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x600/?product,14,McAfee,4.1,617,"digital-software, software, mcafee, trending",1.54,35x23x14,"Green, Red, Pink, Maroon",One Size,FALSE,2024-01-31
1882,McAfee Digital Services,Digital & Software,Digital Services,1426,2007,Quality digital services from trusted brand McAfee. Excellent value for money with reliable performance and durability. Fast delivery available.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/600x400/?product,399,McAfee,4,1685,"digital-software, digital services, mcafee, budget, trending",2.27,30x26x7,"Purple, Green, Navy, Red",One Size,FALSE,2025-02-01
1883,Kaspersky Digital Services,Digital & Software,Digital Services,1012,1479,Quality digital services from trusted brand Kaspersky. Excellent value for money with reliable performance and durability. Modern design meets functionality.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/500x500/?product,427,Kaspersky,4.2,1629,"digital-software, digital services, kaspersky, trending, bestseller",4.07,31x35x18,"Green, Navy, Red, Blue",One Size,FALSE,2024-10-12
1884,Microsoft Digital Services,Digital & Software,Digital Services,411,592,Quality digital services from trusted brand Microsoft. Excellent value for money with reliable performance and durability. Fast delivery available.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/600x400/?product,443,Microsoft,4.1,1162,"digital-software, digital services, microsoft, premium, new arrival",2,36x31x30,White,One Size,FALSE,2024-07-05
1885,Adobe Digital Services,Digital & Software,Digital Services,1279,1953,Quality digital services from trusted brand Adobe. Excellent value for money with reliable performance and durability. Eco-friendly and sustainable.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x600/?product,405,Adobe,4.3,1809,"digital-software, digital services, adobe, premium",1.98,41x14x10,Blue,One Size,FALSE,2024-07-31
1886,Adobe Digital Services,Digital & Software,Digital Services,1094,1624,Quality digital services from trusted brand Adobe. Excellent value for money with reliable performance and durability. Fast delivery available.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/500x400/?product,208,Adobe,4.4,136,"digital-software, digital services, adobe, new arrival",2.13,29x32x21,"Purple, Gray, Blue",One Size,TRUE,2024-09-28
1887,Norton Digital Services,Digital & Software,Digital Services,770,1093,Quality digital services from trusted brand Norton. Excellent value for money with reliable performance and durability. Excellent customer reviews.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/500x600/?product,407,Norton,3.9,822,"digital-software, digital services, norton, budget, new arrival",1.99,10x11x16,"White, Red, Pink",One Size,FALSE,2025-03-10
1888,Norton Digital Services,Digital & Software,Digital Services,1407,1789,Quality digital services from trusted brand Norton. Excellent value for money with reliable performance and durability. Perfect gift for loved ones.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/500x400/?product,222,Norton,4.8,344,"digital-software, digital services, norton, bestseller, premium",2.11,26x40x18,"Blue, Green, Navy",One Size,FALSE,2024-02-13
1889,Microsoft Digital Services,Digital & Software,Digital Services,696,856,Quality digital services from trusted brand Microsoft. Excellent value for money with reliable performance and durability. Excellent customer reviews.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/600x500/?product,236,Microsoft,3.5,1470,"digital-software, digital services, microsoft, premium",0.77,25x20x7,Brown,One Size,FALSE,2024-12-21
1890,Microsoft Digital Services,Digital & Software,Digital Services,1746,2282,Quality digital services from trusted brand Microsoft. Excellent value for money with reliable performance and durability. Modern design meets functionality.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/600x400/?product,130,Microsoft,3.4,1805,"digital-software, digital services, microsoft, bestseller, new arrival",0.53,26x16x10,"Maroon, Brown",One Size,FALSE,2025-05-02
1891,McAfee Digital Services,Digital & Software,Digital Services,940,1397,Quality digital services from trusted brand McAfee. Excellent value for money with reliable performance and durability. Eco-friendly and sustainable.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x500/?product,353,McAfee,4.2,1472,"digital-software, digital services, mcafee, premium",0.73,23x27x8,Pink,One Size,TRUE,2025-06-01
1892,Kaspersky Digital Services,Digital & Software,Digital Services,257,385,Quality digital services from trusted brand Kaspersky. Excellent value for money with reliable performance and durability. Trusted by millions of customers.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x400/?product,196,Kaspersky,3.3,1240,"digital-software, digital services, kaspersky, new arrival",1.41,39x38x25,"Brown, Pink, Yellow",One Size,FALSE,2025-09-04
1893,Microsoft Digital Services,Digital & Software,Digital Services,782,1225,Quality digital services from trusted brand Microsoft. Excellent value for money with reliable performance and durability. Trusted by millions of customers.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x600/?product,102,Microsoft,3.7,1275,"digital-software, digital services, microsoft, bestseller, sale",4.03,23x20x21,"Black, Green",One Size,TRUE,2025-05-10
1894,Norton E-books,Digital & Software,E-books,351,441,Quality e-books from trusted brand Norton. Excellent value for money with reliable performance and durability. Trusted by millions of customers.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x400/?product,314,Norton,4.5,1842,"digital-software, e-books, norton, bestseller",2.07,47x24x14,"Blue, Purple, White",One Size,FALSE,2025-04-02
1895,Adobe E-books,Digital & Software,E-books,1807,2227,Quality e-books from trusted brand Adobe. Excellent value for money with reliable performance and durability. Modern design meets functionality.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x400/?product,322,Adobe,3.3,582,"digital-software, e-books, adobe, bestseller",0.98,37x23x16,"Black, Red, Blue, Brown",One Size,FALSE,2024-03-29
1896,McAfee E-books,Digital & Software,E-books,827,1080,Quality e-books from trusted brand McAfee. Excellent value for money with reliable performance and durability. Easy to use and maintain.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/500x400/?product,138,McAfee,3.9,684,"digital-software, e-books, mcafee, trending, budget",2.34,18x38x6,"Pink, Navy",One Size,FALSE,2024-02-28
1897,Adobe E-books,Digital & Software,E-books,1030,1539,Quality e-books from trusted brand Adobe. Excellent value for money with reliable performance and durability. Easy to use and maintain.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x400/?product,465,Adobe,4.9,1855,"digital-software, e-books, adobe, new arrival, budget",0.3,47x10x15,"White, Maroon, Red, Navy",One Size,FALSE,2024-04-03
1898,McAfee E-books,Digital & Software,E-books,1028,1624,Quality e-books from trusted brand McAfee. Excellent value for money with reliable performance and durability. Perfect gift for loved ones.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x400/?product,133,McAfee,3.7,1634,"digital-software, e-books, mcafee, new arrival",4.04,24x10x25,"Green, Gray, Maroon",One Size,FALSE,2024-11-23
1899,Microsoft E-books,Digital & Software,E-books,1882,2976,Quality e-books from trusted brand Microsoft. Excellent value for money with reliable performance and durability. Modern design meets functionality.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/500x400/?product,468,Microsoft,3.9,612,"digital-software, e-books, microsoft, trending",4.32,43x17x6,"Green, Red",One Size,FALSE,2024-09-28
1900,McAfee E-books,Digital & Software,E-books,1634,2276,Quality e-books from trusted brand McAfee. Excellent value for money with reliable performance and durability. Modern design meets functionality.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/600x600/?product,179,McAfee,4.5,1179,"digital-software, e-books, mcafee, trending",3.63,29x12x29,Yellow,One Size,FALSE,2025-07-11
1901,Kaspersky E-books,Digital & Software,E-books,166,253,Quality e-books from trusted brand Kaspersky. Excellent value for money with reliable performance and durability. Easy to use and maintain.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x600/?product,123,Kaspersky,3.4,806,"digital-software, e-books, kaspersky, sale, trending",1.2,36x16x29,"Black, Yellow",One Size,FALSE,2025-01-12
